S.No.,Name,Email,District,Address,Phone,Medium
2598,Bharat Law College,bharatlawcollege62@gmail.com,Jaipur,"44-46, LS NAGAR, VIDYADHAR NAGAR, , , , JAIPUR, RAJASTHAN",9782946937,Both (Hindi & English)
2599,Rajdhani Law College,dk.sharma207@gmail.com,Jaipur,"D-74 GHIYA MARG, GHIYA MARG, BANIPARK, , , , JAIPUR, RAJASTHAN",9413532433,Both (Hindi & English)
2600,Shri Khandelwal Vaish Mahila Mahavidyalaya,shrikhandelwalgirlscollege@gmail.com,Jaipur,"SANSAR CHANDRA ROAD, CHANDPOL METRO STATION, NEAR ANAJ MANDI, CHANDPOL GATE, WARD NO-38, , JAIPUR, RAJASTHAN",9461774469,Both (Hindi & English)
2601,Iris College,iriscollegejaipur@gmail.com,Jaipur,"27, HARI NAGAR EXT., NEW SANGANER ROAD, SODALA, VIVEK VIHAR METRO STATION, WARD NO- 22, , JAIPUR, RAJASTHAN",9414041758,Both (Hindi & English)
2602,Sant Jayacharya Girls College,sjmm.sjstss@gmail.com,Jaipur,", RAM NAGAR SHASTRI NAGAR, SHASTRI NAGAR, STREET OF BANK OF BARODA, , , JAIPUR, RAJASTHAN",9462180408,Both (Hindi & English)
2603,University Centre For Computer Science And Information Technology,uccs.uor.jaipur@gmail.com,Jaipur,"UNIVERSITY CENTRE FOR COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, UNIVERISITY OF RAJASTHAN, JLN MARG JAIPUR, , , , JAIPUR, RAJASTHAN",9414269654,Both (Hindi & English)
2604,Rajasthan Mahila Mahavidhalya,jpsonkaria@gmail.com,Jaipur,", KESHAV NAGAR, BYPASS ROAD, CHARAN NADI, , WARD NO- 2, , JAIPUR, RAJASTHAN",9460644761,Both (Hindi & English)
2605,Sanskriti College,sanskriticollegejaipur@gmail.com,Jaipur,"SEC - 3, SHIPRA PATH, MANSAROVAR, , WARD NO- 25, , JAIPUR, RAJASTHAN",9414386834,Both (Hindi & English)
2606,School Of Professional Graduation,naveendtl@gmail.com,Jaipur,"GREEN LAND, MG ROAD, VIRAT NAGAR, BAYAWASH BILWARI, NONE, , JAIPUR, RAJASTHAN",8104339123,Both (Hindi & English)
2607,Bright Future T. T. College,nityatomer@gmail.com,Jaipur,"D BLOCK, GAUTAM MARG, NIRMAN NAGAR, AJMER ROAD, JAIPUR, GAUTAM MARG, NIRMAN NAGAR, RAJASTHAN, WARD NO- 19, , JAIPUR, RAJASTHAN",9460052452,Both (Hindi & English)
2608,Adarsh Bal Shala Mahila T.t Kendra,adarshttcollege1957@gmail.com,Jaipur,"1,DEVDHARA COLONEY MURLIPURA JAIPUR, 1, MURLIPURA , , WARD NO- 2, , JAIPUR, RAJASTHAN",9928028081,Both (Hindi & English)
2609,"Sanskar Girls College, Bagru Jaipur",sanskargirlscollege@gmail.com,Jaipur,"BAGRU, JAIPUR, AJMER ROAD, BAGRU, , , , JAIPUR, RAJASTHAN",9314623753,Both (Hindi & English)
2610,New Adarsh Mahila Shikshak Prashikshan Mahavidyalaya,newadarshmahilattcollege@gmail.com,Jaipur,"53-54, SHRI RAM NAGAR GA, JHOTWARA,  JHOTWARA, WARD NO- 14, , JAIPUR, RAJASTHAN",9314501464,Both (Hindi & English)
2611,"Department Of Botany, University Of Rajasthan, Jaipur",agkailashindia@gmail.com,Jaipur,"DEPARTMENT OF BOTANY, JLN MARG, UNIVERSITY OF RAJASTHAN, NEAR JDA, , , JAIPUR, RAJASTHAN",9414306665,Both (Hindi & English)
2612,Navrang Shikshak Prashikshan Mahavidhalay,nttc.maid@yahoo.in,Jaipur,", BAN GANGA TAT, MAID, VIRATNAGAR, , MED, MED, JAIPUR, RAJASTHAN",9785850721,Both (Hindi & English)
2613,Baba Narayan Das P.g. College,mdchoudharyrampura@gmail.com,Jaipur,", JAIPUR-ALWAR HIGHWAR, VIRATNAGAR, NEAR TEHSIL, SOTHANA, PAPRI, JAIPUR, RAJASTHAN",9828646051,Both (Hindi & English)
2614,Centre For Rajasthan Studies,rajstudycentre@gmail.com,Jaipur,"MAHARANA PRATAP BHAWAN, JLN MARG, UNIVERSITY CAMPUS, BEHIND SOUTH ASIA STUDY CENTRE, NONE, , JAIPUR, RAJASTHAN",9414209229,Both (Hindi & English)
2615,"Govt. Girls College, Sikar",akvsocio@gmail.com,Sikar,"SHREE HINDI VIDHYA BHAWAN SECONDARY SCHOOL, BAJAJ ROAD, SIKAR, BINDAL HOSPITAL, , , SIKAR, RAJASTHAN",9414774766,Both (Hindi & English)
2616,Seva Shikshak Prashikshan Mahavidhyalaya,gurjar.advocate@gmail.com,Jaipur,"01, GANESH JI ROAD, VIRATNAGAR, GANESH JI ROAD, WARD NO- 6, , JAIPUR, RAJASTHAN",8003100600,Both (Hindi & English)
2617,Seva Mahavidhyalaya,sevamahavidhyalaya@gmail.com,Jaipur,"01, GANESH JI ROAD, VIRATNAGAR, GANESH JI ROAD, WARD NO- 6, , JAIPUR, RAJASTHAN",8003100600,Both (Hindi & English)
2618,St Wilfreds T T College,stwilfredsttcollege@gmail.com,Jaipur,"SEC - 10 , MEERA MARG, MANSAROVAR, NEW SANGANER ROAD, WARD NO- 27, , JAIPUR, RAJASTHAN",9828570369,Both (Hindi & English)
2619,Meera Keshav Mahila Shikshak Prashikshan Mahavidhyalaya,singh.kalyan68@gmail.com,Jaipur,"330-331, MADAU, , POST-BHANKROTA, NEAR MANSAROVAR, NONE, , JAIPUR, RAJASTHAN",9461566682,Both (Hindi & English)
2620,Baba Narayan Das T.t. College,sanjaykjoshi123@gmail.com,Jaipur,", JAIPUR-ALWAR STATE HIGHWAY, NEAR TEHSIL, , SOTHANA, PAPRI, JAIPUR, RAJASTHAN",9571733758,Both (Hindi & English)
2621,Dr. B. Lal Institute Of Biotechnology,blalbiotech@gmail.com,Jaipur,"6-E, MALVIYA INDUSTRIAL AREA, MALVIYA NAGAR, JAIPUR, NEAR APEX HOSPITAL, , , JAIPUR, RAJASTHAN",9828117163,Both (Hindi & English)
2622,"Sanskar Bharti P.g. College, Bagru",sanskarbharticollege@gmail.com,Jaipur,"N.H. 8, BAGRU, , N.H. 8, BAGRU, , BAGRU, , WARD NO- 25, , JAIPUR, RAJASTHAN",9314623753,Both (Hindi & English)
2623,"Smt. Kanchan Devi Mahavidhyalya, Ramgarh Pachwara, Dausa",srawat125@gmail.com,Dausa,", JAIPUR ROAD, RAMGARH PACHWARA, , RAMGARH PACHWARA, RAMGARH PACHWARA, DAUSA, RAJASTHAN",8560820611,Both (Hindi & English)
2624,"Swami Gangadas Shikshak Prashikshan Mahavidyala , Vill.kheda",swamigangadastt@gmail.com,Jaipur,"BUILDING, KHEDA ROAD, VILL.KHEDA,POST NOVRANGPURA TEH.VIRATNAGER,JAIPUR , , NORANG PURA, KHERA, JAIPUR, RAJASTHAN",8003785388,Both (Hindi & English)
2625,"S.s.jain Subodh College Of Global Excellence, Sitapura, Jaipur",excellencesubodh@gmail.com,Jaipur,"P. NO. IS 2020, INDUSTRIAL AREA , RAMCHANDRAPURA,  SITAPURA EXT. JAGATPURA, , , JAIPUR, RAJASTHAN",9414335252,Both (Hindi & English)
2626,Shri Agrasen Snatkottar Shiksha Mahavidyalaya Jamdoli,mukeshbhardwaj205@gmail.com,Jaipur,"SHRI AGRASEN SNATKOTTAR SHIKSHA MAHAVIDYALAYA JAMDOLI, KESHAV VIDYAPEETH ROAD, KESHAV VIDYAPEETH, JAMDOLI, , , JAIPUR, RAJASTHAN",8385093420,Both (Hindi & English)
2627,Tilak Teacher Training College (for Women),tilakttc@gmail.com,Jaipur,"VISHVESARIYA NAGAR, TRIVENI NAGAR, , GOPALPURA BYEPASS, TRIVENI NAGAR, WARD NO-43, , JAIPUR, RAJASTHAN",9314195781,Both (Hindi & English)
2628,St Wilfred Pg College,ankitkasana2@gmail.com,Jaipur,"ST. WILFRED'S COLLEGE  SECTOR-10, MEERA MARG, , MADHYAM MARG, , WARD NUMBER 43, MANSAROVAR, JAIPUR,, , WARD NO-43, , JAIPUR, RAJASTHAN",8058843190,Both (Hindi & English)
2629,"Ssg Pareek Pg College Of Education Jhotwara Road,bani Park",ssgpareekpgcollege@yahoo.com,Jaipur,"B-12 , JHOTWARA ROAD , BANI PARK , , , , JAIPUR, RAJASTHAN",9413975427,Both (Hindi & English)
2630,Vinayak College Bagru,vinayakcollegebagru@gmail.com,Jaipur,"V/P-BAGRU, NH 8, BAGRU, BAGRU, WARD NO- 23, , JAIPUR, RAJASTHAN",9929502158,Both (Hindi & English)
2631,Target College,targetcollegechomu01@gmail.com,Jaipur,"TARGET COLLEGE, WARD NO.18, KACHOLIYA ROAD , GORON KI DHANI, CHOMU, CHOMU, WARD NO- 18, , JAIPUR, RAJASTHAN",9887442160,Both (Hindi & English)
2632,Dcs Teacher Training College,dcsttcollege@gmail.com,Jaipur,"RAGHUNATHPURA, (RATLYA) , DIGGI ROAD, , SANGNANER, JAIPUR, SANGNANER, NONE, , JAIPUR, RAJASTHAN",9166228380,Both (Hindi & English)
2633,St Joseph T T College,mudv2008@gmail.com,Jaipur,"ST JOSEPH T T COLLEGE, SECTOR-7 PRATAP NAGAR , SANGANER , SHEOPUR GARH, WARD NO-38, , JAIPUR, RAJASTHAN",9829570200,Both (Hindi & English)
2634,Navodaya Girls Teacher Training College,rnchoudhary06@gmail.com,Jaipur,"25-26, MADAR TERESA NAGAR, SIDDHARTH NAGAR, MALVIYA NAGAR, BEHIND RAILWAY HEADQUARTER(NORTH REGION) OFFICE, WARD NO-45, , JAIPUR, RAJASTHAN",9602302591,Both (Hindi & English)
2635,Sws College,swscollege.jaipur@gmail.com,Jaipur,"SEC 10, MEERA MARG, MANSAROVAR, NEW SANGANER, WARD NO- 27, , JAIPUR, RAJASTHAN",9414386834,Both (Hindi & English)
2636,Tagore Adarsh Pg College,tbc.jaipur@gmail.com,Jaipur,"SECTOR-7, ZONE-70, , SHIPRA PATH, , MANSROVAR, OPP. TAGORE HOSPITAL, , , JAIPUR, RAJASTHAN",9314524345,Both (Hindi & English)
2637,Parishkar International College,rpg.kumawat@gmail.com,Jaipur,", SECTOR -9 TULSI MARG, VIJAY PATH, MANSAROVAR, NEAR IGM SCHOOL, , , JAIPUR, RAJASTHAN",8875008866,Both (Hindi & English)
2638,Gyandeep P G College,gyandeeppgcollege@gmail.com,Jaipur,"NEAR SECTOR 13, INDIRA GANDHI NAGAR, GONER ROAD, POST- DANTLI, , WARD NO-49, , JAIPUR, RAJASTHAN",9314503976,Both (Hindi & English)
2639,"Mrs.helena Kaushik Women's P.g College,malsisar",helenakaushik98@gmail.com,Jhunjhunu,"179, JHUNJHUNU TO RAJGARH, GOKHARI, RAJGARH, GOKHARI, GOKHRI, JHUNJHUNU, RAJASTHAN",8107350793,Both (Hindi & English)
2640,Riddhi Siddhi Vinayak College,rsv.college.edu@gmail.com,Jaipur,"MAIN KALWAR ROAD, MACHWA, HATHOJ, KALWAR ROAD, WARD NO-71, , JAIPUR, RAJASTHAN",9928634779,Both (Hindi & English)
2641,Agarwal Shikshak Prashikshan Mahavidhyalaya,aspmjaipur@gmail.com,Jaipur,"AGARSEN KATLA, AGRASEN MARG, NEAR SANGANERI GATE, AGRA ROAD, , , , JAIPUR, RAJASTHAN",8560020816,Both (Hindi & English)
2642,Alankar Mahila B.ed. College,alankarbedcoll@gmail.com,Jaipur,", SIRSI ROAD, KATARIA AGRI. FARM, SIRSI ROAD, JAIPUR, BEHIND THE HOTEL HARITEAG, WARD NO- 16, , JAIPUR, RAJASTHAN",9571704609,Both (Hindi & English)
2643,M.k.b.mahila B.ed Mahavidyalaya,mkbmahilabed786@gmail.com,Jaipur,"A-266, SHIVAJI MARG, NEHRU NAGAR ,PANIPECH JAIPUR, JAIPUR, , WARD NO- 24, , JAIPUR, RAJASTHAN",9314250461,Both (Hindi & English)
2644,St. Wilfred's College Of Law,stwilfredslaw@gmail.com,Jaipur,"SECTOR-10, MEERA MARG, MANSAROVAR,JAIPUR, NEAR SAKET HOSPITAL, , , JAIPUR, RAJASTHAN",7690898981,Both (Hindi & English)
2645,S.s. Jain Subodh Law College,subodhlawcollege@gmail.com,Jaipur,", SEC5, SHIPRA PATH MANSAROVAR, JAIPUR, SEC5, SHIPRA PATH, MANSAROVAR, JAIPUR, BEHIND METRO MASS HOSPITAL, MANSAROVAR, JAIPUR, WARD NO- 27, , JAIPUR, RAJASTHAN",8562825988,Both (Hindi & English)
2646,Vidyasthali Law College,vidyasthali@yahoo.in,Jaipur,", PRITHVIRAJ NAGAR,, MAHARANI FARM, DURGAPURA, , , , JAIPUR, RAJASTHAN",9461203667,Both (Hindi & English)
2647,Department Of History And Indain Cultural,hodhistoryuor@gmail.com,Jaipur,"123 HUMANITIES BUILDING, UOR JLN MARG, JAIPUR, JLN MARG , NONE, , JAIPUR, RAJASTHAN",9460124663,Both (Hindi & English)
2648,"Department Of Zoology, University Of Rajasthan, Jaipur",placheriljohn@yahoo.com,Jaipur,"ZOOLOGY DEPARTMENT, J.L.N MARG, UNIVERSITY CAMPUS, BAPU NAGAR JAIPUR, WARD NO-45, , JAIPUR, RAJASTHAN",9414059670,Both (Hindi & English)
2649,Icg Institute Of Educational Research & Development,iierd@icfia.org,Jaipur,"ICG CAMPUS, GURUKUL MARG, SFS, MANSAROVAR, WARD NO-40, , JAIPUR, RAJASTHAN",9783300006,Both (Hindi & English)
2650,"Department Of Public Administration Uor.,jaipur",dpauor@gmail.com,Jaipur,"RAJASTHAN UNIVERSITY CAMPUS, J.L.N. MARG, JAIPUR, DEPARTMENT OF PUBLIC ADMINISTRATION, UNIVERSITY OF RAJASTHAN, JAIPUR, NONE, , JAIPUR, RAJASTHAN",9414344666,Both (Hindi & English)
2651,Pinkcity Law College,rajeshporwal911@gmail.com,Jaipur,"SECTOR  -7, SHEOPUR ROAD, SANGANER JAIPUR, VIDHYA SAGAR CAMPUS, , , JAIPUR, RAJASTHAN",9829076996,Both (Hindi & English)
2652,Kautilya Law College,principal.kautilyalawcollege@gmail.com,Jaipur,", NEAR MUHANA MANDI ROAD, KESHYAWALA, , OPPOSITE MUHANA MANDI, , , JAIPUR, RAJASTHAN",9829283973,Both (Hindi & English)
2653,Mahavir Law College,mahavirlawcollege@gmail.com,Jaipur,"SECT-04, KIRAN PATH, MANSAROVAR, KIRAN PATH, WARD NO- 32, , JAIPUR, RAJASTHAN",9414072966,Both (Hindi & English)
2654,Superking Teacher's Training College,superkingttcollege@gmail.com,Jaipur,"95/1, FAGORIYAWALA, BADKE BALAJI, AJMER ROAD, WARD NO- 1, , JAIPUR, RAJASTHAN",9929950111,Both (Hindi & English)
2655,Tagore Balika Pg Mahavidhaliya Ajitgarh,mkuldeep6@gmail.com,Sikar,"WARD NO-02, VPO-AJITGARH, AJITGARH, JOSHI OIL MILL, AJEETGARH, AJEETGARH (CT), SIKAR, RAJASTHAN",9602772742,Both (Hindi & English)
2656,Department Of English,departmente328@gmail.com,Jaipur,"HUMANITIES BUILDING UNIVERSITY OF RAJASTHAN, J L N ROAD, JAIPUR, , , , JAIPUR, RAJASTHAN",9828399567,Both (Hindi & English)
2657,Beena Mahavidyalaya,beenamahavidyalaya@gmail.com,Jaipur,"BEENA MAHAVIDYALAYA, AJMER ROAD, BHANKROTA, AJMER ROAD, WARD NO- 33, , JAIPUR, RAJASTHAN",9414206706,Both (Hindi & English)
2658,Deepshikha College Of Technical Education,dcte1998@deepshikha.org,Jaipur,"WHITE BUILDING, SEC-3 VARUN PATH, MANSAROVAR, , , , JAIPUR, RAJASTHAN",9468768206,Both (Hindi & English)
2659,Soni Devi Kanaram (s.k) College Banskho Phatak Bassi,s.k.college2009@gmail.com,Jaipur,", BANSKHO PHATAK BASSI , BASSI, , JHAR, KHORI, JAIPUR, RAJASTHAN",8955558691,Both (Hindi & English)
2660,Shree Ram College Nayla,shreeramcollege93@gmail.com,Jaipur,"930, SHREE RAM COLLEGE NAYLA, NAYLA , JAMWARAMGARH, NEAR NAYLA GATE, NAYLA, NAYLA, JAIPUR, RAJASTHAN",9314191332,Both (Hindi & English)
2661,Chelsi Mahila Mahavidhliya Bhanpur Kalan Jamwaramgarh Jaipur,rajeshsultaniya@gmail.com,Jaipur,", VPO BHANPUR KALAN , JAMWARAMGARH, TEHSIL JAMWARAMGARH , BHANPUR KALAN, BHANPUR KALAN, JAIPUR, RAJASTHAN",9413063010,Both (Hindi & English)
2662,K G R College,kgrcollege2014@gmail.com,Jaipur,", ON BASANA ROAD, VILLAGE BHANPUR KALAN, VIA KOOKAS, NEAR GOVT. GIRLS SCHOOL, BHANPUR KALAN, BHANPUR KALAN, JAIPUR, RAJASTHAN",9887071688,Both (Hindi & English)
2663,Ahinsa Tt College,ahinsattcollege394@gmail.com,Jaipur,", BANIPARK ROAD, VPO. BHANPUR KALAN, VIA KOOKAS, , BHANPUR KALAN, BHANPUR KALAN, JAIPUR, RAJASTHAN",9929310060,Both (Hindi & English)
2664,"Rahul Chandija Memorial College, Bhanpur Kalan",bhanwarlalchandija@gmail.com,Jaipur,"VPO- BHANPUR KALAN, TEH.-JAMWARAMGARH, JAIPUR, RAJASTHAN, , BHANPUR KALAN, BHANPUR KALAN, JAIPUR, RAJASTHAN",9772199115,Both (Hindi & English)
2665,Sardar Patel P.g. College Losal,sppglosal@gmail.com,Sikar,"WARD NO. 25 DHOD ROAD LOSAL, DHOD ROAD LOSAL, LOSAL, LOSAL, WARD NO- 25, , SIKAR, RAJASTHAN",9414038048,Both (Hindi & English)
2666,Matsya Mahavidhyalaya Bansur,ashokkumar.1576@rediffmail.com,Alwar,", NARAYANPUR ROAD BANSUR, BANSUR, , KASBA BANSUR, KASBA BANSUR, ALWAR, RAJASTHAN",9983498124,Both (Hindi & English)
2667,Govt College Bari,govtcollegebari15@gmail.com,Dhaulpur,", KILA BARI , BARI , , , , DHAULPUR, RAJASTHAN",7014610826,Both (Hindi & English)
2668,Kalyani Devi Mahavidyalaya,vimalkanwat@gmail.com,Jaipur,"104/1 KAGOT NIWAS , VILLAGE - NAILA, TEH - JAMWARAMGARH, , NAYLA, NAYLA, JAIPUR, RAJASTHAN",9928633033,Both (Hindi & English)
2669,Radhika Mahavidayala,kmbhandarej@gmail.com,Dausa,", BHANDAREJ ROAD, BHANDAREJ, , BHANDAREJ, BHANDAREJ, DAUSA, RAJASTHAN",8058125470,Both (Hindi & English)
2670,Mahatma Jyotiba Fule Mahavidyalaya,mjfpgmc@gmail.com,Jaipur,", RINGUS ROAD, CHOMU, , WARD NO- 30, , JAIPUR, RAJASTHAN",8003166695,Both (Hindi & English)
2671,"Shri Narayan Pg Mahavidhalaya Morija Road, Chomu",shrawanlal20@gmail.com,Jaipur,"WARD NO 16, MORIJA ROAD CHOMU, CHOMU, CHOMU, WARD NO- 16, , JAIPUR, RAJASTHAN",9982907127,Both (Hindi & English)
2672,Shree Ram College,shreeramclg93@gmail.com,Jaipur,"930, SHREE RAM COLLEGE NAYLA, NAYLA , JAMWARAMGARH, NAYLA GATE, JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",8386077555,Both (Hindi & English)
2673,G.d. College Jamwaramgarh,gandideviss@gmail.com,Jaipur,"JAMWARAMGARH , JAMWARAMGARH , JAMWARAMGARH , JAMWARAMGARH , JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",9414081978,Both (Hindi & English)
2674,Laxmi Bai Mahila Tt College Jamaramgarh,jmcpjamwaramgarh@gmail.com,Jaipur,", RODA NADI, VILL-POST-TEH-JAMWARAMGARH, JAMWARAMGARH, JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",7891313112,Both (Hindi & English)
2675,"Gandi Devi Shikshan Sansthan B.ed College , Jamwaramgarh , Jaipur",joshimahesh3707@gmail.com,Jaipur,", JAMWARAMGARH , JAMWARAMGARH , JAMWARAMGARH , JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",9414057504,Both (Hindi & English)
2676,"S.s.s. T.t. College, Jamwa Ramgarh",sssttcollegejr@gmail.com,Jaipur,"IN FRONT OF LAL MAHAL PALACE,, JAMWA RAMGARH ROAD,, JAMWA RAMGARH, LAL MAHAL PALACE, JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",9782486185,Both (Hindi & English)
2677,"S.s.g. Pareek P.g. Girls College, Chomu",pareekankit0@gmail.com,Jaipur,"OJASHVI BHAWAN, NOHARA HAVELIWALA, CHOMU, , WARD NO- 13, , JAIPUR, RAJASTHAN",7350990379,Both (Hindi & English)
2678,Vinayak International College,vinayakinter8@gmail.com,Jaipur,"VINAYAK INTERNATIONAL COLLEGE, KACHOLIYA ROAD, KACHOLIYA ROAD, VINAYAK INTERNATIONAL COLLEGE, WARD NO- 18, , JAIPUR, RAJASTHAN",9829983747,Both (Hindi & English)
2679,"Shri Minesh P.g. Mahavidhyalaya Jamwaramgarh,jaipur",smpgmj@gmail.com,Jaipur,"0, JAIPUR ROAD, JAMWARAMGARH, NEAR BUS STAND, JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",8003229095,Both (Hindi & English)
2680,Vinayak Girls College,vinayakgirlscollege2007@gmail.com,Jaipur,"VINAYAK GIRLS COLLEGE , KACHOLIYA ROAD, CHOMU, VINAYAK GIRLS COLLEGE , WARD NO- 18, , JAIPUR, RAJASTHAN",9352829212,Both (Hindi & English)
2681,"Shri B.l. Memorial  Teacher Training College ,jamwaramgarh, Jaipur",sblmttcollege31@gmail.com,Jaipur,"0, JAIPUR ROAD, NEAR BUS STAND, NEAR BUS STAND, JAMWA RAMGARH, JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",9887509229,Both (Hindi & English)
2682,Gurukul Mahavidhyalaya,gurukulcollege454@gmail.com,Jaipur,", NEAR RAM BAGICHI, JAMWAWRAMGARH, , JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",8952005119,Both (Hindi & English)
2683,"S.s.s. P.g. College, Jamwa Ramgarh",ssspgcollegejr@gmail.com,Jaipur,"IN FRONT OF LAL MAHAL PALACE,, JAMWA RAMGARH ROAD, , JAMWA RAMGARH, LAL MAHAL PALACE, JAMWA RAMGARH, JAMWA RAMGARH (CT), JAIPUR, RAJASTHAN",9352418664,Both (Hindi & English)
2684,Bandhu Balika Mahavidyalaya,bandhucollege@gmail.com,Sikar,", KHATUSHYAMJI, DANTARAMGARH, KHATUSHYAMJI, KHATOO SHYAMJI, KHATU, SIKAR, RAJASTHAN",8003666409,Both (Hindi & English)
2685,Jobner (p.g.) College,jobnerpgcollege@gmail.com,Jaipur,", DHANI NAGAN JOBNER, JOBNER, , DHANI NAGAN, DHANI NAGAN, JAIPUR, RAJASTHAN",8696507031,Both (Hindi & English)
2686,Arawali College Bassi Jaipur,arawalicollegebassi2012@gmail.com,Jaipur,"NEAR GOVT HOSPITAL, BASSI, BASSI, BASSI, BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9461173340,Both (Hindi & English)
2687,Atmaram Pg College Bassi,ardibasi@gmail.com,Jaipur,"NEAR BUS STAND BASSI, BASSI, BASSI, , BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9414285485,Both (Hindi & English)
2688,Atmaramttcollege Bassi,atmaramttcollege@gmail.com,Jaipur,"NEAR BUS STAND BASSI, BASSI, BASSI, BASSI, BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9414285485,Both (Hindi & English)
2689,Shri Sanskar T T College,sanskarbedcollagebassi@gmail.com,Jaipur,"PREM SADAN , LAXMI NAGAR , NEAR RAILWAY STATION BASSI, NEAR RAILWAY STATION, BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9828975882,Both (Hindi & English)
2690,Tilak P.g College Bassi,tilak.pg.college@gmail.com,Jaipur,"OPP KHADI SAMITI BASSI JAIPUR, OPP KHADI SAMITI BASSI JAIPUR, OPP KHADI SAMITI BASSI JAIPUR, , BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9314066390,Both (Hindi & English)
2691,Vidhya Sagar Pg Girls College Bassi,vsgcbassi@gmail.com,Jaipur,"RAILWAY STATION ROAD, STATION ROAD BASSI, BASSI, STATION ROAD, BASSI, BASSI (CT), JAIPUR, RAJASTHAN",8233770354,Both (Hindi & English)
2692,"Adarsh B.ed College, Aandhi",adarshbedcollegeandhi@gmail.com,Jaipur,"370, BY PASS ROAD, ANDHI, JAMWARAMGRH, JAIPUR, AANDHI, BY PASS ROAD, ANDHI, ANDHI, JAIPUR, RAJASTHAN",9414695917,Both (Hindi & English)
2693,Adarsh Mahavidhalya Andhi,adarshmahavidhalyaandhi@gmail.com,Jaipur,"370, BY PASS ROAD, ANDHI, JAMWARAMGRH, JAIPUR, AANDHI, , ANDHI, ANDHI, JAIPUR, RAJASTHAN",9983077891,Both (Hindi & English)
2694,Girraj Prasad Sharma,upkaremitra12692@gmail.com,Jaipur,"35, 35, ANDHI, ANDHI, ANDHI, ANDHI, JAIPUR, RAJASTHAN",8104545272,Both (Hindi & English)
2695,Raghukul College Of Education,educationraghukul@gmail.com,Jaipur,"KHASRA NO-68, PIPLA BAI KA BARH POST- SHIVDASPURA, NEAR GONER, PIPLA BAI, BARA PADAMPURA  @ MAKSOODANPURA, PEEPLYABAI KA BARH, JAIPUR, RAJASTHAN",8875817515,Both (Hindi & English)
2696,Raghukul College Of Education(b.a.),craghukul@gmail.com,Jaipur,"PIPLA BAI KA BARH, POST- SHIVDASPURA, NEAR GONER, PIPLA BAI, BARA PADAMPURA  @ MAKSOODANPURA, PEEPLYABAI KA BARH, JAIPUR, RAJASTHAN",9928680648,Both (Hindi & English)
2697,"Mahatma Gandhi International Girls College Andhi,jamwaramgarh,jaipur",arjunchandasingpuri@gmail.com,Jaipur,"0, JAIPUR ROAD, ANDHI, NEAR NH 11 A, ANDHI, ANDHI, JAIPUR, RAJASTHAN",8107943073,Both (Hindi & English)
2698,Balhans Mahavidyalya Biwai,balhanscollege@gmail.com,Dausa,", STATION ROAD BIWAI, BIWAI, NEAR ATAL SEVA KENDRA BIWAI, BIWAI, BIWAI, DAUSA, RAJASTHAN",9983911990,Both (Hindi & English)
2699,Shri Sanskar Mahila Mahavidhyalaya,nitinagarwal17@googlemail.com,Jaipur,"PREM SADAN, LAXMI NAGAR, NEAR RAILWAY STATION BASSI, NEAR RAILWAY STATION BASSI, BASSI, BASSI (CT), JAIPUR, RAJASTHAN",9829018073,Both (Hindi & English)
2700,Kasturi Devi College,kdccks@gmail.com,Jaipur,", OPP. MAIN BUS STAND, PHAGI MOD, , NIMODIYA, NIMODIYA, JAIPUR, RAJASTHAN",9314078887,Both (Hindi & English)
2701,Swami Vivekanand Mahavidhylaya Chaksu,prabhudayalsaini31@gmail.com,Jaipur,"TONK ROAD CHAKSU, CHAKSU, CHAKSU, CHAKSU, NIMODIYA, NIMODIYA, JAIPUR, RAJASTHAN",9351400281,Both (Hindi & English)
2702,Mansha Ram Bangarwa College,ratanlalparewa@gmail.com,Jaipur,"BEHIND KISHAN SHIV MANDIR, KISHAN SHIV MANDIR ROAD, KISHANGARH RENWAL, , WARD NO- 10, , JAIPUR, RAJASTHAN",9929206894,Both (Hindi & English)
2703,"Radhika Mahila Mahavidyalaya, Kishangarh Renwal",rm.college2015@gmail.com,Jaipur,", MOHANPURA BALAJI ROAD, KISHANGARH RENWAL, KISHANGARH RENWAL, MOHANPURA BALAJI ROAD, MALIKPURA, MALIKPURA, JAIPUR, RAJASTHAN",9351114444,Both (Hindi & English)
